"","OBJEC","LIB_F","Date","Precipitation"
"4553",67,"FKT AMBODIPAISO SUD","p_2015_12",321.8955627
"4554",68,"FKT KELILALINA","p_2015_12",321.7434677
"4555",69,"FKT ANDRANOMAINTY","p_2015_12",321.0299367
"4556",70,"FKT ANOSY","p_2015_12",317.3603594
"4557",71,"FKT FOTSIALANANA","p_2015_12",316.2473598
"4558",72,"FKT AMBALADINGANA","p_2015_12",313.6777982
"4559",73,"FKT AMBODIARA","p_2015_12",312.6896196
"4560",74,"FKT SAHAFITOROKA","p_2015_12",315.0987559
"4561",75,"FKT MAROMENA","p_2015_12",329.9703189
"4562",76,"FKT ANDRANOFOLAHINA","p_2015_12",324.9913708
"4563",77,"FKT AMBORAKA","p_2015_12",323.0546714
"4564",78,"FKT IFANADIANA","p_2015_12",323.6115991
"4565",79,"FKT ANTAFOTENINA","p_2015_12",321.4778812
"4566",80,"FKT AMBODIRAFIA II","p_2015_12",315.0551658
"4567",81,"FKT FENOARIVO I","p_2015_12",308.8179315
"4568",82,"FKT AMBINANINDRANOTELO","p_2015_12",308.032138
"4569",83,"FKT ANKABOKA","p_2015_12",314.980272
"4570",84,"FKT AMBIABE I","p_2015_12",313.371155
"4571",85,"FKT ANDRANOMAINTSO","p_2015_12",332.5227396
"4572",86,"FKT FIADANANA NORD","p_2015_12",321.2487533
"4573",87,"FKT MORARANO","p_2015_12",323.0405893
"4574",88,"FKT AMPASIMBOLA I","p_2015_12",332.8692041
"4575",89,"FKT SAKAVANANA","p_2015_12",335.8844045
"4576",90,"FKT AMBODIARA NORD","p_2015_12",331.8117425
"4577",91,"FKT AMBINANISERY","p_2015_12",334.5009463
"4578",92,"FKT VOLOBE","p_2015_12",329.0495896
"4579",93,"FKT ANTENIMBELONA","p_2015_12",337.9427016
"4580",94,"FKT AMBOHINIHAONANA","p_2015_12",337.3881226
"4581",95,"FKT MAROVORAKA","p_2015_12",336.5641403
"4582",96,"FKT TSARATANANA","p_2015_12",336.0948571
"4583",97,"FKT TSARARIVOTRA","p_2015_12",336.332925
"4584",98,"FKT BEFOTAKA","p_2015_12",335.7937927
"4585",99,"FKT AMBOHITSARA","p_2015_12",336.9652764
"4586",100,"FKT FASINTSARA","p_2015_12",336.9164646
"4587",101,"FKT AMBATOMANJAKA","p_2015_12",337.2825442
"4588",102,"FKT TSARAKIANJA","p_2015_12",337.1535707
"4589",103,"FKT SAHAKONDRO","p_2015_12",337.0802859
"4590",104,"FKT MANAKANA SUD","p_2015_12",336.3251343
"4591",105,"FKT AMBODIARA SUD","p_2015_12",337.9045116
"4592",106,"FKT AMPASINAMBO","p_2015_12",322.9462251
"4593",107,"FKT AMBODIVOANGY","p_2015_12",336.0509086
"4594",108,"FKT AMBALAPAISO","p_2015_12",336.4843704
"4595",109,"FKT AMPITOMITA","p_2015_12",316.9695792
"4596",110,"FKT ANIVORANO","p_2015_12",331.8146266
"4597",111,"FKT KIANJAVATO","p_2015_12",328.5273424
"4598",112,"FKT AMBATOVORY","p_2015_12",317.4460212
"4599",113,"FKT ANTSINDRA","p_2015_12",326.0628115
"4600",114,"FKT BEFOTAKA","p_2015_12",320.4363777
"4601",115,"FKT AMPITABE","p_2015_12",306.7385825
"4602",116,"FKT AMBOATROTROKA","p_2015_12",291.5702176
"4603",117,"FKT AMBINANIVATOMENA","p_2015_12",266.418914
"4604",118,"FKT AMBODIARA I","p_2015_12",291.2676402
"4605",119,"FKT MORAFENO","p_2015_12",302.3548654
"4606",120,"FKT BETAMPONA","p_2015_12",285.3434753
"4607",121,"FKT ANDRANOMAITSO","p_2015_12",293.1080707
"4608",122,"FKT ANTARETRA","p_2015_12",286.6764933
"4609",123,"FKT AMBODIROTRA","p_2015_12",302.0116386
"4610",124,"FKT ANDONABE","p_2015_12",292.8619876
"4611",125,"FKT AMPASIMBE","p_2015_12",279.442244
"4612",126,"FKT ANDRORANGAVOLA","p_2015_12",284.6994742
"4613",127,"FKT AMBODIFONTSINA","p_2015_12",309.6002253
"4614",128,"FKT AMBALATENINA","p_2015_12",301.4780096
"4615",129,"FKT AMBALAFASINA","p_2015_12",300.3438244
"4616",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2015_12",293.3279629
"4617",131,"FKT NOSIBE SUD","p_2015_12",293.5991819
"4618",132,"FKT MANDRIAPOTSY","p_2015_12",290.3988692
"4619",133,"FKT AMBALAVAONA","p_2015_12",286.0809069
"4620",134,"FKT LAVAKIANJA SUD","p_2015_12",277.8821075
"4621",135,"FKT AMBODIARA NORD","p_2015_12",297.9830431
"4622",136,"FKT MAHASOA","p_2015_12",268.307359
"4623",137,"FKT AMBODIRORANGA","p_2015_12",280.5662135
"4624",138,"FKT AMBOHIMISAFY","p_2015_12",276.0939311
"4625",139,"FKT AMBALATABAKA","p_2015_12",271.4608108
"4626",140,"FKT ANIVORANO","p_2015_12",267.9682627
"4627",141,"FKT AMPASIMPOTSY","p_2015_12",299.6679073
"4628",142,"FKT AMBOHIMIARINA","p_2015_12",329.9532667
"4629",143,"FKT MATSITSIRANO","p_2015_12",328.9277258
"4630",144,"FKT BETAMPO NORD","p_2015_12",321.5374814
"4631",145,"FKT ANDRORANGAVOLA SUD","p_2015_12",328.6452734
"4632",146,"FKT ANALAMPASINA","p_2015_12",332.425364
"4633",147,"FKT ANALAVORY","p_2015_12",325.9872131
"4634",148,"FKT AMBARO","p_2015_12",321.4849185
"4635",149,"FKT AMBOHIMALAZA","p_2015_12",333.1264303
"4636",150,"FKT MANJIRIANA SUD","p_2015_12",326.9741157
"4637",151,"FKT MAROSATROKA","p_2015_12",329.9842114
"4638",152,"FKT MAROLANANANA","p_2015_12",334.304214
"4639",153,"FKT AMBODIMANGA NORD","p_2015_12",335.7326693
"4640",154,"FKT VOHITRARIVO","p_2015_12",336.6026742
"4641",155,"FKT SOANIHERENANA NORD","p_2015_12",336.541172
"4642",156,"FKT AMBALAVARY","p_2015_12",335.7687769
"4643",157,"FKT FASINTSARA ANDAKANA","p_2015_12",335.9565897
"4644",158,"FKT NOSIMBOAHANGY","p_2015_12",333.716307
"4645",159,"FKT AMBALAHERANA","p_2015_12",334.3992461
"4646",160,"FKT ANDRORANGAVOLA NORD","p_2015_12",334.998816
"4647",161,"FKT AMBOHIMIRANTY","p_2015_12",334.7762374
"4648",162,"FKT MANDROALINA","p_2015_12",335.5551417
"4649",163,"FKT MORARANO","p_2015_12",335.2351054
"4650",164,"FKT AMBOHIMANGA SUD","p_2015_12",332.284501
"4651",165,"FKT SAHAMARANA","p_2015_12",332.1723156
"4652",166,"FKT MASOAROVANA","p_2015_12",331.0269514
"4653",167,"FKT AMBILANIBE","p_2015_12",331.5418701
"4654",168,"FKT AMBODIARA","p_2015_12",330.8904348
"4655",169,"FKT AMBODIVOASARY","p_2015_12",330.2293466
"4656",170,"FKT AMBATOFANOKONANA","p_2015_12",329.3208793
"4657",171,"FKT AMBODIRAFIA","p_2015_12",331.4888298
"4658",172,"FKT ANTANJONA","p_2015_12",326.9440367
"4659",173,"FKT FALIARIVO","p_2015_12",328.9415274
"4660",174,"FKT AMBOHIMIERA","p_2015_12",312.6764706
"4661",175,"FKT MAROMANANA","p_2015_12",321.0793023
"4662",176,"FKT AMBOLO","p_2015_12",321.8964222
"4663",177,"FKT AMBINANITOMAROSANA","p_2015_12",324.4544979
"4664",178,"FKT AMBOHIDAZA","p_2015_12",299.5698498
"4665",179,"FKT AMPANTSONA","p_2015_12",289.461796
"4666",180,"FKT AMBOHIMILANJA","p_2015_12",296.5605865
"4667",181,"FKT AMBOHIMAHAVELONA","p_2015_12",327.6799204
"4668",182,"FKT AMBOHIMAHATSINJO","p_2015_12",323.0062498
"4669",183,"FKT FIADANANA NORD","p_2015_12",330.6531567
"4670",184,"FKT AMBODIMANGA","p_2015_12",328.8382355
"4671",185,"FKT FALIARIVO","p_2015_12",330.2454099
"4672",186,"FKT ANTARAMBAKANA","p_2015_12",330.6336764
"4673",187,"FKT SAHALALONA","p_2015_12",331.5924755
"4674",188,"FKT ANDRORANGAVOLA","p_2015_12",330.7347787
"4675",189,"FKT VOHIMENA","p_2015_12",329.8303902
"4676",190,"FKT MANARINONY","p_2015_12",318.3234753
"4677",191,"FKT ANDEMAKA NORD","p_2015_12",329.287783
"4678",192,"FKT TSINJORANO","p_2015_12",324.4310913
"4679",193,"FKT SAHASOMANGANA","p_2015_12",314.402581
"4680",194,"FKT MAROFOTSY","p_2015_12",320.5677768
"4681",0,"FKT ANTARALAVA","p_2016_01",391.3853811
"4682",1,"FKT SANDRASATY","p_2016_01",384.2826632
"4683",2,"FKT AMBOHIMITA","p_2016_01",398.9776861
"4684",3,"FKT ANALAMARINA","p_2016_01",397.27875
"4685",4,"FKT AMBALAFATAKANA EST","p_2016_01",393.8811569
"4686",5,"FKT AMBALAFARY","p_2016_01",395.9574876
"4687",6,"FKT MAROFOTOTRA","p_2016_01",397.1727212
"4688",7,"FKT AMBOHIMASINA","p_2016_01",402.139663
"4689",8,"FKT BEFARY","p_2016_01",397.020667
"4690",9,"FKT AMBATOHARANANAKELY","p_2016_01",398.6503405
"4691",10,"FKT AMBODIRAFIA EST","p_2016_01",406.2163965
"4692",11,"FKT AMBATOHARANANA","p_2016_01",410.4996463
"4693",12,"FKT SANDRAKELY","p_2016_01",410.505675
"4694",13,"FKT AMBOHINIHAONANA","p_2016_01",407.3555224
"4695",14,"FKT AMBODIMANGA EST","p_2016_01",417.1237955
"4696",15,"FKT AMBOHITSARA I","p_2016_01",414.3155527
"4697",16,"FKT SAHOFIKA","p_2016_01",419.3206231
"4698",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2016_01",383.9130869
"4699",18,"FKT TSARATANANA","p_2016_01",413.8604041
"4700",19,"FKT AMBODIGOAVY","p_2016_01",415.0907434
"4701",20,"FKT AMBODIMANGA OUEST","p_2016_01",397.7176321
"4702",21,"FKT VOHITRARIVO","p_2016_01",405.4429399
"4703",22,"FKT AMBOHIPO","p_2016_01",374.5679714
"4704",23,"FKT RANOMAFANA","p_2016_01",306.0377223
"4705",24,"FKT AMBATOLAHY","p_2016_01",292.6331653
"4706",25,"FKT TSARAMANDROSO","p_2016_01",346.2898783
"4707",26,"FKT VOHIMARINA","p_2016_01",361.708728
"4708",27,"FKT MENARANO","p_2016_01",353.7584099
"4709",28,"FKT AMBODIAVIAVY","p_2016_01",370.2945875
"4710",29,"FKT AMPASIMPOTSY","p_2016_01",365.1423617
"4711",30,"FKT SAHANDRAZANA","p_2016_01",369.8130561
"4712",31,"FKT MAROTOKO","p_2016_01",368.3058453
"4713",32,"FKT AMBALAVIA","p_2016_01",377.9785833
"4714",33,"FKT AMBATOMITRATRAKA","p_2016_01",368.6944481
"4715",34,"FKT AMBARIJATSY","p_2016_01",375.2744929
"4716",35,"FKT AMBOHIMAHAVELONA","p_2016_01",369.316829
"4717",36,"FKT AMBOATROTROKA","p_2016_01",369.6453084
"4718",37,"FKT MANDIAFASINA","p_2016_01",373.2998774
"4719",38,"FKT AMBODIARA SUD","p_2016_01",369.7545765
"4720",39,"FKT MANAMPANDRANA","p_2016_01",369.4868247
"4721",40,"FKT KIANJANOMBY","p_2016_01",369.2539745
"4722",41,"FKT MALAZAMASINA SUD","p_2016_01",382.5942086
"4723",42,"FKT MALAZAMASINA NORD","p_2016_01",331.5646954
"4724",43,"FKT ANTANJOMANGA","p_2016_01",353.2199385
"4725",44,"FKT BETAMPONA NORD","p_2016_01",356.5067825
"4726",45,"FKT AMBINANINDRANO","p_2016_01",363.4762382
"4727",46,"FKT TANAMBAO OUEST","p_2016_01",360.499897
"4728",47,"FKT MANAKANA","p_2016_01",354.3332643
"4729",48,"FKT AMPASIMPOTSY","p_2016_01",356.9416822
"4730",49,"FKT MAROHARATRA","p_2016_01",363.3642093
"4731",50,"FKT SOANIERANA","p_2016_01",363.8147578
"4732",51,"FKT MALEMIAMBO","p_2016_01",361.2651687
"4733",52,"FKT AMPASIMADINIKAKELY","p_2016_01",358.4766055
"4734",53,"FKT AMBALAVOLO","p_2016_01",369.2898665
"4735",54,"FKT AMBOHITSARA EST","p_2016_01",379.1257601
"4736",55,"FKT ANIVORANO","p_2016_01",378.3135901
"4737",56,"FKT MAHATSARA","p_2016_01",374.0089241
"4738",57,"FKT SAHOMBY","p_2016_01",366.6624983
"4739",58,"FKT AMBODIMANGA","p_2016_01",376.1442685
"4740",59,"FKT AMPASIMADINIKA","p_2016_01",373.2264877
"4741",60,"FKT SAHAVATANA","p_2016_01",378.7912698
"4742",61,"FKT AMBODIVOANGY","p_2016_01",358.5876617
"4743",62,"FKT AMBOHINIHAONANA","p_2016_01",412.6896445
"4744",63,"FKT KIANJANOMBY","p_2016_01",386.6189707
"4745",64,"FKT AMPITAMBE","p_2016_01",398.5172416
"4746",65,"FKT MANDRIVANY","p_2016_01",389.3759448
"4747",66,"FKT AMBODIPAISO NORD","p_2016_01",393.8173554
"4748",67,"FKT AMBODIPAISO SUD","p_2016_01",390.0449951
"4749",68,"FKT KELILALINA","p_2016_01",386.3374929
"4750",69,"FKT ANDRANOMAINTY","p_2016_01",387.3588625
"4751",70,"FKT ANOSY","p_2016_01",380.7834691
"4752",71,"FKT FOTSIALANANA","p_2016_01",386.6002637
"4753",72,"FKT AMBALADINGANA","p_2016_01",381.5084263
"4754",73,"FKT AMBODIARA","p_2016_01",400.8681058
"4755",74,"FKT SAHAFITOROKA","p_2016_01",415.039255
"4756",75,"FKT MAROMENA","p_2016_01",421.3897107
"4757",76,"FKT ANDRANOFOLAHINA","p_2016_01",401.4211948
"4758",77,"FKT AMBORAKA","p_2016_01",407.1850162
"4759",78,"FKT IFANADIANA","p_2016_01",416.9951558
"4760",79,"FKT ANTAFOTENINA","p_2016_01",414.0299616
"4761",80,"FKT AMBODIRAFIA II","p_2016_01",403.8064847
"4762",81,"FKT FENOARIVO I","p_2016_01",398.326039
"4763",82,"FKT AMBINANINDRANOTELO","p_2016_01",382.8788501
"4764",83,"FKT ANKABOKA","p_2016_01",387.4490697
"4765",84,"FKT AMBIABE I","p_2016_01",397.4690971
"4766",85,"FKT ANDRANOMAINTSO","p_2016_01",365.4324322
"4767",86,"FKT FIADANANA NORD","p_2016_01",304.3788507
"4768",87,"FKT MORARANO","p_2016_01",308.1376941
"4769",88,"FKT AMPASIMBOLA I","p_2016_01",331.1522092
"4770",89,"FKT SAKAVANANA","p_2016_01",342.025965
"4771",90,"FKT AMBODIARA NORD","p_2016_01",332.7396999
"4772",91,"FKT AMBINANISERY","p_2016_01",342.4461005
"4773",92,"FKT VOLOBE","p_2016_01",323.5310982
"4774",93,"FKT ANTENIMBELONA","p_2016_01",353.5335185
"4775",94,"FKT AMBOHINIHAONANA","p_2016_01",353.3645253
"4776",95,"FKT MAROVORAKA","p_2016_01",352.9069023
"4777",96,"FKT TSARATANANA","p_2016_01",355.7360439
"4778",97,"FKT TSARARIVOTRA","p_2016_01",358.4769912
"4779",98,"FKT BEFOTAKA","p_2016_01",358.313324
"4780",99,"FKT AMBOHITSARA","p_2016_01",356.6130039
"4781",100,"FKT FASINTSARA","p_2016_01",355.184546
"4782",101,"FKT AMBATOMANJAKA","p_2016_01",359.344717
"4783",102,"FKT TSARAKIANJA","p_2016_01",362.1008472
"4784",103,"FKT SAHAKONDRO","p_2016_01",364.4609146
"4785",104,"FKT MANAKANA SUD","p_2016_01",363.8441467
"4786",105,"FKT AMBODIARA SUD","p_2016_01",364.1084171
"4787",106,"FKT AMPASINAMBO","p_2016_01",309.4351473
"4788",107,"FKT AMBODIVOANGY","p_2016_01",345.7600675
"4789",108,"FKT AMBALAPAISO","p_2016_01",344.1501599
"4790",109,"FKT AMPITOMITA","p_2016_01",395.5093997
"4791",110,"FKT ANIVORANO","p_2016_01",372.1555899
"4792",111,"FKT KIANJAVATO","p_2016_01",375.2632418
"4793",112,"FKT AMBATOVORY","p_2016_01",391.1442219
"4794",113,"FKT ANTSINDRA","p_2016_01",385.9580137
"4795",114,"FKT BEFOTAKA","p_2016_01",396.4221924
"4796",115,"FKT AMPITABE","p_2016_01",396.212642
"4797",116,"FKT AMBOATROTROKA","p_2016_01",389.3389146
"4798",117,"FKT AMBINANIVATOMENA","p_2016_01",386.4533058
"4799",118,"FKT AMBODIARA I","p_2016_01",402.1949492
"4800",119,"FKT MORAFENO","p_2016_01",406.6972597
"4801",120,"FKT BETAMPONA","p_2016_01",398.5273058
"4802",121,"FKT ANDRANOMAITSO","p_2016_01",399.509657
"4803",122,"FKT ANTARETRA","p_2016_01",394.6615128
"4804",123,"FKT AMBODIROTRA","p_2016_01",396.888669
"4805",124,"FKT ANDONABE","p_2016_01",392.7223466
"4806",125,"FKT AMPASIMBE","p_2016_01",382.6185943
"4807",126,"FKT ANDRORANGAVOLA","p_2016_01",385.073508
"4808",127,"FKT AMBODIFONTSINA","p_2016_01",392.5970732
"4809",128,"FKT AMBALATENINA","p_2016_01",393.9128288
"4810",129,"FKT AMBALAFASINA","p_2016_01",386.024113
"4811",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2016_01",380.3903335
"4812",131,"FKT NOSIBE SUD","p_2016_01",389.5306967
"4813",132,"FKT MANDRIAPOTSY","p_2016_01",386.1620394
"4814",133,"FKT AMBALAVAONA","p_2016_01",382.8823485
"4815",134,"FKT LAVAKIANJA SUD","p_2016_01",377.7991692
"4816",135,"FKT AMBODIARA NORD","p_2016_01",388.0916234
"4817",136,"FKT MAHASOA","p_2016_01",376.6568995
"4818",137,"FKT AMBODIRORANGA","p_2016_01",383.1286509
"4819",138,"FKT AMBOHIMISAFY","p_2016_01",379.4548576
"4820",139,"FKT AMBALATABAKA","p_2016_01",376.7164802
"4821",140,"FKT ANIVORANO","p_2016_01",375.7382923
"4822",141,"FKT AMPASIMPOTSY","p_2016_01",391.5806678
"4823",142,"FKT AMBOHIMIARINA","p_2016_01",364.7945862
"4824",143,"FKT MATSITSIRANO","p_2016_01",346.1570759
"4825",144,"FKT BETAMPO NORD","p_2016_01",332.0311593
"4826",145,"FKT ANDRORANGAVOLA SUD","p_2016_01",353.5404861
"4827",146,"FKT ANALAMPASINA","p_2016_01",359.077814
"4828",147,"FKT ANALAVORY","p_2016_01",348.1600647
"4829",148,"FKT AMBARO","p_2016_01",333.4655988
"4830",149,"FKT AMBOHIMALAZA","p_2016_01",365.9068947
"4831",150,"FKT MANJIRIANA SUD","p_2016_01",354.930394
"4832",151,"FKT MAROSATROKA","p_2016_01",378.545643
"4833",152,"FKT MAROLANANANA","p_2016_01",359.4723217
"4834",153,"FKT AMBODIMANGA NORD","p_2016_01",361.2182072
"4835",154,"FKT VOHITRARIVO","p_2016_01",362.4270081
"4836",155,"FKT SOANIHERENANA NORD","p_2016_01",363.7531703
"4837",156,"FKT AMBALAVARY","p_2016_01",363.9313999
"4838",157,"FKT FASINTSARA ANDAKANA","p_2016_01",364.6385592
"4839",158,"FKT NOSIMBOAHANGY","p_2016_01",368.4906203
"4840",159,"FKT AMBALAHERANA","p_2016_01",370.6134704
"4841",160,"FKT ANDRORANGAVOLA NORD","p_2016_01",361.8975198
"4842",161,"FKT AMBOHIMIRANTY","p_2016_01",366.0598119
"4843",162,"FKT MANDROALINA","p_2016_01",364.8692985
"4844",163,"FKT MORARANO","p_2016_01",367.744873
"4845",164,"FKT AMBOHIMANGA SUD","p_2016_01",369.2387139
"4846",165,"FKT SAHAMARANA","p_2016_01",370.9969159
"4847",166,"FKT MASOAROVANA","p_2016_01",371.0616381
"4848",167,"FKT AMBILANIBE","p_2016_01",376.8913574
"4849",168,"FKT AMBODIARA","p_2016_01",368.8919538
"4850",169,"FKT AMBODIVOASARY","p_2016_01",369.7231324
"4851",170,"FKT AMBATOFANOKONANA","p_2016_01",371.3835777
"4852",171,"FKT AMBODIRAFIA","p_2016_01",379.4683519
"4853",172,"FKT ANTANJONA","p_2016_01",386.3672426
"4854",173,"FKT FALIARIVO","p_2016_01",384.6863881
"4855",174,"FKT AMBOHIMIERA","p_2016_01",330.6781663
"4856",175,"FKT MAROMANANA","p_2016_01",337.8936333
"4857",176,"FKT AMBOLO","p_2016_01",341.0246814
"4858",177,"FKT AMBINANITOMAROSANA","p_2016_01",348.1201804
"4859",178,"FKT AMBOHIDAZA","p_2016_01",298.6514859
"4860",179,"FKT AMPANTSONA","p_2016_01",283.6759276
"4861",180,"FKT AMBOHIMILANJA","p_2016_01",297.5636578
"4862",181,"FKT AMBOHIMAHAVELONA","p_2016_01",358.1901117
"4863",182,"FKT AMBOHIMAHATSINJO","p_2016_01",348.3439254
"4864",183,"FKT FIADANANA NORD","p_2016_01",370.419201
"4865",184,"FKT AMBODIMANGA","p_2016_01",372.624204
"4866",185,"FKT FALIARIVO","p_2016_01",374.572969
"4867",186,"FKT ANTARAMBAKANA","p_2016_01",369.4909748
"4868",187,"FKT SAHALALONA","p_2016_01",383.9328551
"4869",188,"FKT ANDRORANGAVOLA","p_2016_01",388.6605464
"4870",189,"FKT VOHIMENA","p_2016_01",398.8660652
"4871",190,"FKT MANARINONY","p_2016_01",353.6398591
"4872",191,"FKT ANDEMAKA NORD","p_2016_01",375.1801135
"4873",192,"FKT TSINJORANO","p_2016_01",361.1156921
"4874",193,"FKT SAHASOMANGANA","p_2016_01",338.4248359
"4875",194,"FKT MAROFOTSY","p_2016_01",346.2804046
"4876",0,"FKT ANTARALAVA","p_2016_02",251.9479955
"4877",1,"FKT SANDRASATY","p_2016_02",225.9051241
"4878",2,"FKT AMBOHIMITA","p_2016_02",243.2015977
"4879",3,"FKT ANALAMARINA","p_2016_02",242.2381725
"4880",4,"FKT AMBALAFATAKANA EST","p_2016_02",252.6318452
"4881",5,"FKT AMBALAFARY","p_2016_02",262.338821
"4882",6,"FKT MAROFOTOTRA","p_2016_02",245.3539918
"4883",7,"FKT AMBOHIMASINA","p_2016_02",259.6086543
"4884",8,"FKT BEFARY","p_2016_02",270.7645308
"4885",9,"FKT AMBATOHARANANAKELY","p_2016_02",277.4322831
"4886",10,"FKT AMBODIRAFIA EST","p_2016_02",264.8260243
"4887",11,"FKT AMBATOHARANANA","p_2016_02",274.0030013
"4888",12,"FKT SANDRAKELY","p_2016_02",260.0978813
"4889",13,"FKT AMBOHINIHAONANA","p_2016_02",261.2939196
"4890",14,"FKT AMBODIMANGA EST","p_2016_02",285.5160393
"4891",15,"FKT AMBOHITSARA I","p_2016_02",274.8657448
"4892",16,"FKT SAHOFIKA","p_2016_02",281.1976699
"4893",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2016_02",246.8449584
"4894",18,"FKT TSARATANANA","p_2016_02",269.5137355
"4895",19,"FKT AMBODIGOAVY","p_2016_02",273.4759777
"4896",20,"FKT AMBODIMANGA OUEST","p_2016_02",251.5854315
"4897",21,"FKT VOHITRARIVO","p_2016_02",261.5903857
"4898",22,"FKT AMBOHIPO","p_2016_02",237.3631911
"4899",23,"FKT RANOMAFANA","p_2016_02",192.5135431
"4900",24,"FKT AMBATOLAHY","p_2016_02",175.228821
"4901",25,"FKT TSARAMANDROSO","p_2016_02",215.1053405
"4902",26,"FKT VOHIMARINA","p_2016_02",249.4716434
"4903",27,"FKT MENARANO","p_2016_02",231.139449
"4904",28,"FKT AMBODIAVIAVY","p_2016_02",241.2838972
"4905",29,"FKT AMPASIMPOTSY","p_2016_02",244.3810429
"4906",30,"FKT SAHANDRAZANA","p_2016_02",260.9692256
"4907",31,"FKT MAROTOKO","p_2016_02",310.1468398
"4908",32,"FKT AMBALAVIA","p_2016_02",301.6422999
"4909",33,"FKT AMBATOMITRATRAKA","p_2016_02",299.8947765
"4910",34,"FKT AMBARIJATSY","p_2016_02",302.826167
"4911",35,"FKT AMBOHIMAHAVELONA","p_2016_02",303.7866582
"4912",36,"FKT AMBOATROTROKA","p_2016_02",305.9980286
"4913",37,"FKT MANDIAFASINA","p_2016_02",307.2225513
"4914",38,"FKT AMBODIARA SUD","p_2016_02",306.2736642
"4915",39,"FKT MANAMPANDRANA","p_2016_02",308.2827779
"4916",40,"FKT KIANJANOMBY","p_2016_02",308.5793776
"4917",41,"FKT MALAZAMASINA SUD","p_2016_02",212.9280467
"4918",42,"FKT MALAZAMASINA NORD","p_2016_02",166.0857728
"4919",43,"FKT ANTANJOMANGA","p_2016_02",177.7279723
"4920",44,"FKT BETAMPONA NORD","p_2016_02",180.5062882
"4921",45,"FKT AMBINANINDRANO","p_2016_02",184.9585314
"4922",46,"FKT TANAMBAO OUEST","p_2016_02",185.254484
"4923",47,"FKT MANAKANA","p_2016_02",179.797002
"4924",48,"FKT AMPASIMPOTSY","p_2016_02",182.9726459
"4925",49,"FKT MAROHARATRA","p_2016_02",187.7950704
"4926",50,"FKT SOANIERANA","p_2016_02",188.7687452
"4927",51,"FKT MALEMIAMBO","p_2016_02",191.0513253
"4928",52,"FKT AMPASIMADINIKAKELY","p_2016_02",188.5221851
"4929",53,"FKT AMBALAVOLO","p_2016_02",190.6041217
"4930",54,"FKT AMBOHITSARA EST","p_2016_02",204.6707852
"4931",55,"FKT ANIVORANO","p_2016_02",203.6733643
"4932",56,"FKT MAHATSARA","p_2016_02",203.7719312
"4933",57,"FKT SAHOMBY","p_2016_02",199.1097998
"4934",58,"FKT AMBODIMANGA","p_2016_02",198.0530211
"4935",59,"FKT AMPASIMADINIKA","p_2016_02",198.8044927
"4936",60,"FKT SAHAVATANA","p_2016_02",270.8268538
"4937",61,"FKT AMBODIVOANGY","p_2016_02",226.0760154
"4938",62,"FKT AMBOHINIHAONANA","p_2016_02",275.8232863
"4939",63,"FKT KIANJANOMBY","p_2016_02",251.7231519
"4940",64,"FKT AMPITAMBE","p_2016_02",268.0241583
"4941",65,"FKT MANDRIVANY","p_2016_02",257.4233987
"4942",66,"FKT AMBODIPAISO NORD","p_2016_02",265.7403278
"4943",67,"FKT AMBODIPAISO SUD","p_2016_02",269.7219727
"4944",68,"FKT KELILALINA","p_2016_02",260.7839681
"4945",69,"FKT ANDRANOMAINTY","p_2016_02",267.4473661
"4946",70,"FKT ANOSY","p_2016_02",263.1408672
"4947",71,"FKT FOTSIALANANA","p_2016_02",271.7794727
"4948",72,"FKT AMBALADINGANA","p_2016_02",273.1450463
"4949",73,"FKT AMBODIARA","p_2016_02",295.5009028
"4950",74,"FKT SAHAFITOROKA","p_2016_02",292.3529133
"4951",75,"FKT MAROMENA","p_2016_02",289.2549775
"4952",76,"FKT ANDRANOFOLAHINA","p_2016_02",277.2286545
"4953",77,"FKT AMBORAKA","p_2016_02",288.1873981
"4954",78,"FKT IFANADIANA","p_2016_02",295.9544744
"4955",79,"FKT ANTAFOTENINA","p_2016_02",297.1207684
"4956",80,"FKT AMBODIRAFIA II","p_2016_02",292.1515712
"4957",81,"FKT FENOARIVO I","p_2016_02",296.9941166
"4958",82,"FKT AMBINANINDRANOTELO","p_2016_02",284.9893439
"4959",83,"FKT ANKABOKA","p_2016_02",280.1325489
"4960",84,"FKT AMBIABE I","p_2016_02",292.1524351
"4961",85,"FKT ANDRANOMAINTSO","p_2016_02",198.8034067
"4962",86,"FKT FIADANANA NORD","p_2016_02",152.4449572
"4963",87,"FKT MORARANO","p_2016_02",154.880125
"4964",88,"FKT AMPASIMBOLA I","p_2016_02",164.8558809
"4965",89,"FKT SAKAVANANA","p_2016_02",170.6268885
"4966",90,"FKT AMBODIARA NORD","p_2016_02",166.7024519
"4967",91,"FKT AMBINANISERY","p_2016_02",171.5502988
"4968",92,"FKT VOLOBE","p_2016_02",160.0824195
"4969",93,"FKT ANTENIMBELONA","p_2016_02",178.750373
"4970",94,"FKT AMBOHINIHAONANA","p_2016_02",178.0640618
"4971",95,"FKT MAROVORAKA","p_2016_02",177.6423607
"4972",96,"FKT TSARATANANA","p_2016_02",180.3644053
