OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,p_2014_01,p_2014_02,p_2014_03,p_2014_04,p_2014_05,p_2014_06,p_2014_07,p_2014_08,p_2014_09,p_2014_10,p_2014_11,p_2014_12,p_2015_01,p_2015_02,p_2015_03,p_2015_04,p_2015_05,p_2015_06,p_2015_07,p_2015_08,p_2015_09,p_2015_10,p_2015_11,p_2015_12,p_2016_01,p_2016_02,p_2016_03,p_2016_04,p_2016_05,p_2016_06,p_2016_07,p_2016_08,p_2016_09,p_2016_10,p_2016_11,p_2016_12,p_2017_01,p_2017_02,p_2017_03,p_2017_04,p_2017_05,p_2017_06,p_2017_07,p_2017_08,p_2017_09,p_2017_10,p_2017_11,p_2017_12,tmx_2014_0,tmx_2014_1,tmx_2014_2,tmx_2014_3,tmx_2014_4,tmx_2014_5,tmx_2014_6,tmx_2014_7,tmx_2014_8,tmx_2014_9,tmx_201410,tmx_201411,tmx_2015_0,tmx_2015_1,tmx_2015_2,tmx_2015_3,tmx_2015_4,tmx_2015_5,tmx_2015_6,tmx_2015_7,tmx_2015_8,tmx_2015_9,tmx_201510,tmx_201511,tmx_2016_0,tmx_2016_1,tmx_2016_2,tmx_2016_3,tmx_2016_4,tmx_2016_5,tmx_2016_6,tmx_2016_7,tmx_2016_8,tmx_2016_9,tmx_201610,tmx_201611,tmx_2017_0,tmx_2017_1,tmx_2017_2,tmx_2017_3,tmx_2017_4,tmx_2017_5,tmx_2017_6,tmx_2017_7,tmx_2017_8,tmx_2017_9,tmx_201710,tmx_201711,tmn_2014_0,tmn_2014_1,tmn_2014_2,tmn_2014_3,tmn_2014_4,tmn_2014_5,tmn_2014_6,tmn_2014_7,tmn_2014_8,tmn_2014_9,tmn_201410,tmn_201411,tmn_2015_0,tmn_2015_1,tmn_2015_2,tmn_2015_3,tmn_2015_4,tmn_2015_5,tmn_2015_6,tmn_2015_7,tmn_2015_8,tmn_2015_9,tmn_201510,tmn_201511,tmn_2016_0,tmn_2016_1,tmn_2016_2,tmn_2016_3,tmn_2016_4,tmn_2016_5,tmn_2016_6,tmn_2016_7,tmn_2016_8,tmn_2016_9,tmn_201610,tmn_201611,tmn_2017_0,tmn_2017_1,tmn_2017_2,tmn_2017_3,tmn_2017_4,tmn_2017_5,tmn_2017_6,tmn_2017_7,tmn_2017_8,tmn_2017_9,tmn_201710,tmn_201711
162,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBOHIMIRANTY,354.7309514,211.8746686,332.5822835,50.67269229,35.36770526,59.43690673,102.4327221,36.90610149,23.71989825,19.61969847,235.0161722,232.9806001,343.5488734,330.4442464,244.9128693,53.76687315,83.92686149,45.85675915,36.1485134,81.26176878,27.71503661,48.67974315,151.8706155,334.7762374,366.0598119,196.0292059,419.6789392,62.49146907,57.43494963,123.4238395,37.85152948,33.93376888,22.24758722,29.63465349,67.39705307,130.4460772,193.2831892,255.0514813,396.703586,142.7635012,34.85711544,65.33662888,142.5497564,137.3994071,87.42693366,48.9149151,250.6355889,406.4854793,28.54796801,28.51823929,28.03288143,27.23195345,25.40551913,24.09030907,23.02455506,23.38359245,24.86607743,27.03506256,28.62757299,29.08278515,28.34796725,28.15295215,27.89174102,27.53195411,26.05234368,24.10884837,23.07773027,23.08359168,24.66607857,27.64149052,28.52757276,29.68278553,28.90114257,28.93035149,28.69174026,27.63195449,24.65234406,22.99030832,22.27772912,23.18359206,24.76607705,27.34149128,26.78074693,29.28278591,29.00114295,28.51823929,28.29174064,27.43195421,26.05234368,24.49030832,23.17772874,23.38359245,25.16607857,27.54149014,28.19285913,28.75450015,19.56140212,19.42961234,18.78849043,17.25382122,14.48062686,13.33345774,12.75192849,13.01522988,13.92539541,15.87182974,17.64688952,19.06620144,19.36140263,19.06432415,18.64735003,17.55382237,15.12745114,13.35199764,12.80510332,12.71523032,13.72539552,16.47825694,17.5468893,19.66620182,19.91457795,19.84172364,19.44734927,17.65382275,13.72745089,12.23345781,12.00510313,12.81523007,13.82539503,16.17825673,15.80006392,19.2662022,20.01457833,19.42961234,19.04734965,17.45382199,15.12745114,13.73345789,12.90510351,13.01522988,14.22539552,16.37825693,17.21217567,18.73791666
163,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MANDROALINA,353.8067975,211.4328783,333.892257,52.28013429,37.45031622,61.28689179,105.6402374,37.56224236,24.2557621,19.80862816,237.9760808,234.457065,342.7780817,329.6960166,245.8881562,55.2221145,88.4422887,47.51103449,37.31740528,82.69426316,28.36225019,49.4926205,152.7065953,335.5551417,364.8692985,195.0967577,420.4680228,64.42871982,60.88242373,127.0220764,39.12895828,34.617199,22.72261652,29.86846511,67.9820016,130.8797877,192.8099273,253.1893498,398.5125587,146.6265203,37.06077188,67.55598122,146.7222651,139.6935991,88.6580084,49.72340232,253.5231733,406.6212125,28.38367656,28.35085791,27.81731673,27.05296491,25.22766475,23.90294878,22.81369092,23.18274173,24.65907834,26.83716083,28.45446426,28.89491376,28.1836758,27.97995909,27.68296255,27.35296477,25.8695481,23.92098205,22.87180705,22.88274059,24.45907949,27.44241355,28.3544645,29.49491414,28.7417932,28.7636397,28.48296179,27.45296517,24.46954848,22.8029484,22.07180591,22.98274097,24.55907798,27.14241432,26.61258076,29.09491453,28.84179358,28.35085791,28.08296217,27.25296567,25.8695481,24.3029484,22.97180553,23.18274173,24.95907949,27.34241317,28.02536257,28.57106481,19.41342571,19.30588926,18.69391055,17.12596413,14.40138301,13.266292,12.66903439,12.89255337,13.7757351,15.73141155,17.50852732,18.9406037,19.21342495,18.93498981,18.55955638,17.42596528,15.04326604,13.28432621,12.72715052,12.59255318,13.57573497,16.33666302,17.40852757,19.54060408,19.77154236,19.71867105,19.35955562,17.52596566,13.64326642,12.16629162,11.92715033,12.69255356,13.67573471,16.03666347,15.66664384,19.14060447,19.87154274,19.30588926,18.959556,17.3259649,15.04326604,13.66629193,12.8271509,12.89255337,14.07573497,16.23666264,17.07942563,18.61675413
164,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MORARANO,356.7852853,215.1911137,339.1466403,54.70028876,39.46425682,64.00402501,109.3143777,39.4392405,25.35391275,20.2634342,237.8786757,235.4244851,345.8340363,333.8762618,250.6555769,57.72164797,92.24058343,49.85237431,39.0889389,85.95745031,29.55242951,49.85452009,153.1912375,335.2351054,367.744873,198.5553498,426.1145621,67.28795439,63.7957842,131.8731945,40.96554512,36.36018621,23.74439957,30.254408,69.14567769,132.3575942,195.858219,256.8377317,404.6025827,151.0856242,39.07864098,70.51894536,151.4992894,144.8299878,91.26863644,50.08507875,253.1804663,405.3365686,28.33754015,28.34241082,27.80029125,27.044957,25.23005262,23.91226173,22.80824333,23.17750641,24.63967478,26.79718314,28.40931801,28.85675919,28.13753938,27.96783999,27.66958452,27.34495624,25.87093741,23.93299364,22.86735907,22.87750609,24.43967509,27.40246084,28.30931763,29.45675874,28.69665534,28.75786606,28.46958375,27.44495665,24.47093779,22.81226135,22.06735792,22.97750648,24.53967442,27.10246077,26.56843244,29.05675912,28.79665572,28.34241082,28.06958414,27.24495694,25.87093741,24.31226135,22.96735754,23.17750641,24.93967509,27.30246046,27.9838877,28.53660661,19.43800062,19.3365199,18.73861871,17.19171996,14.45012431,13.3247217,12.74114015,12.93905832,13.81635412,15.78263797,17.5483239,18.98020363,19.23799985,18.96194823,18.60791198,17.4917211,15.09100868,13.34545465,12.80025505,12.63905856,13.61635431,16.38791389,17.44832352,19.58020401,19.79711581,19.75197513,19.40791122,17.59172148,13.69100906,12.22472132,12.00025486,12.73905852,13.71635373,16.08791466,15.70743876,19.18020439,19.89711619,19.3365199,19.0079116,17.39172072,15.09100868,13.72472132,12.90025501,12.93905832,14.11635431,16.28791435,17.12289443,18.66005188
165,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBOHIMANGA SUD,358.0944667,218.0230096,337.6209506,55.11485908,38.05723129,63.20388654,107.6198012,40.3009114,25.24377444,20.63290229,232.5761274,233.5362605,347.1496106,335.3314155,251.1220144,58.61164581,88.25301249,49.13918534,39.24579082,86.24427896,29.20778706,48.69805358,152.9561133,332.284501,369.2387139,202.2670822,424.2966174,67.6799129,60.76253913,129.3623709,40.97493548,36.99241706,23.68785645,30.38990613,70.26206858,133.7425483,199.0824515,261.5113988,401.9462141,149.4981667,37.39496231,69.15733349,149.2087001,144.9051397,89.97946795,48.93712229,247.6588117,401.8454285,28.44828712,28.46157772,27.95451658,27.18100346,25.35799386,24.02347382,22.9926472,23.36797296,24.80700246,26.94313173,28.50691678,28.97025515,28.24828636,28.09221537,27.81577618,27.48100424,26.00712148,24.05006714,23.04352096,23.06797193,24.6070024,27.5512357,28.40691639,29.57025421,28.79915916,28.88006743,28.61577421,27.58100462,24.60712065,22.92347344,22.24351981,23.16797231,24.70700219,27.25123635,26.65778937,29.1702558,28.89915954,28.46157772,28.2157758,27.38100422,26.00712148,24.42347344,23.14351943,23.36797296,25.1070024,27.45123532,28.07627908,28.64772166,19.54293167,19.40628422,18.79986943,17.26888547,14.50405324,13.39117889,12.75823508,13.01867934,13.94512104,15.88801484,17.67609218,19.07478546,19.34293245,19.03692044,18.66112903,17.56888662,15.15317966,13.41777257,12.80910812,12.71867932,13.74512062,16.49611726,17.57609179,19.67478584,19.89380536,19.8247725,19.46112826,17.668887,13.75317993,12.29117922,12.00910798,12.81867953,13.84512071,16.19611779,15.82696488,19.27478622,19.99380575,19.40628422,19.06112864,17.46888624,15.15317966,13.79117862,12.9091085,13.01867934,14.24512062,16.39611819,17.24545448,18.75225196
166,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT SAHAMARANA,359.9400784,219.7854022,341.1749088,56.59869948,39.79334077,65.0749711,110.2791895,41.56337574,25.91303494,20.82523942,233.354736,234.1583435,349.0376007,337.4511953,254.0759137,60.08304682,91.80893738,50.75389395,40.39665869,88.63849271,29.9594087,49.01969283,153.2934104,332.1723156,370.9969159,203.7254674,428.1403861,69.4431313,63.43762323,132.8460746,42.18739531,38.18611001,24.30487079,30.55945504,70.80663471,134.2859279,200.6117158,262.8845486,406.1860643,152.5433011,39.16399533,71.26106692,152.6873797,148.7443725,91.63986368,49.25686896,248.322876,401.1502688,28.42662364,28.44629682,27.92880363,27.16646085,25.34763974,24.01441214,22.973757,23.34927925,24.7766458,26.89964806,28.47753179,28.93862407,28.22662288,28.07375317,27.79387149,27.46646157,25.99496485,24.04175774,23.02643295,23.04927811,24.57664545,27.50712491,28.37753141,29.53862336,28.77929853,28.86616598,28.59386963,27.56646195,24.59496413,22.91441176,22.22643219,23.14927849,24.67664542,27.20712567,26.63020662,29.13862444,28.87929891,28.44629682,28.19387111,27.36646161,25.99496485,24.41441176,23.12643181,23.34927925,25.07664545,27.40712453,28.05007539,28.61864531,19.55721747,19.43718492,18.83577049,17.31016899,14.55471288,13.44031871,12.815134,13.06268371,13.97542791,15.92102645,17.70002125,19.10736652,19.35721819,19.06463978,18.70083835,17.61017014,15.20203689,13.46766472,12.86780939,12.76268351,13.77542755,16.52850199,17.60002087,19.70736691,19.90989345,19.85705259,19.50083759,17.71017052,13.80203727,12.34031907,12.0678092,12.8626839,13.87542753,16.22850275,15.85269608,19.30736729,20.00989383,19.43718492,19.10083797,17.51016976,15.20203689,13.84031852,12.96780977,13.06268371,14.27542755,16.42850271,17.27256486,18.78738776
167,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MASOAROVANA,359.985648,220.8610491,340.6398936,57.10623995,39.42078819,65.18271654,110.0220022,41.93935675,25.9289083,20.97874442,231.4208272,233.5902906,349.1215076,337.9283803,254.3160176,60.75878671,90.6095545,50.8373172,40.60977609,88.83091753,29.89615375,48.62285061,153.1396149,331.0269514,371.0616381,205.0704356,427.3660201,70.01423519,62.55393471,132.6877745,42.35834625,38.48061522,24.33342014,30.611621,71.26271418,134.881209,201.6432051,264.464445,405.2590859,152.7497718,38.70492466,71.21807048,152.3067716,148.8900799,91.23093003,48.86238278,246.2675971,399.6549009,28.4299002,28.45769251,27.95046127,27.18082677,25.36426211,24.02408248,23.0059617,23.38322929,24.80121053,26.91679428,28.47358955,28.94146689,28.22989944,28.08631063,27.81336489,27.48082781,26.01402497,24.05370752,23.05620105,23.08322825,24.60120977,27.52527461,28.37358917,29.54146559,28.78013735,28.87883723,28.61336245,27.5808282,24.61402356,22.9240821,22.25620014,23.18322863,24.70121015,27.22527538,26.62382748,29.14146752,28.88013773,28.45769251,28.21336451,27.38082743,26.01402497,24.4240821,23.15619976,23.38322929,25.10120977,27.42527423,28.04497207,28.62132999,19.56528188,19.43430865,18.83142836,17.31414504,14.54452698,13.44025759,12.79906005,13.05923035,13.98793686,15.92756441,17.72101683,19.11417028,19.36528292,19.06292496,18.69433198,17.61414618,15.19428811,13.46988263,12.84929861,12.75923022,13.78793621,16.53604306,17.62101645,19.71417067,19.9155207,19.85545156,19.49433121,17.71414646,13.79428849,12.34025816,12.04929842,12.85923054,13.88793648,16.23604383,15.87125476,19.31417105,20.01552108,19.43430865,19.09433159,17.5141458,15.19428811,13.84025727,12.94929899,13.05923035,14.28793621,16.43604436,17.29239935,18.79403349
168,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBILANIBE,365.9521179,225.0341644,351.0036011,59.53614426,44.26897812,69.44519806,116.4090118,44.66212082,27.65464401,21.29277229,234.6256256,235.2084961,355.0787048,344.1574707,262.1161194,62.98572922,101.0590591,54.51226807,43.06767273,94.5260849,31.91579628,49.75669098,153.8868713,331.5418701,376.8913574,208.2551117,439.1434326,72.91207123,70.32256317,140.9763336,44.99475479,41.10562515,25.91713142,30.98782539,71.9615097,135.387146,205.1247711,267.6325989,417.8688049,158.2243805,43.6963768,76.15504456,160.722641,158.2062531,96.19485474,49.99057007,249.3310547,399.2066345,28.45800781,28.48991203,27.96467972,27.21528816,25.41017723,24.08310318,23.02195168,23.38714218,24.78809929,26.86343956,28.48489761,28.95014763,28.25800705,28.11074638,27.83777046,27.51528931,26.05410004,24.11227036,23.07802773,23.08714104,24.58809853,27.46951485,28.38489723,29.55014801,28.81408501,28.91300392,28.6377697,27.61528969,24.65410042,22.9831028,22.27802849,23.18714142,24.68809891,27.16951561,26.64097214,29.15014648,28.91408539,28.48991203,28.23777008,27.41528893,26.05410004,24.4831028,23.17802811,23.38714218,25.08809853,27.36951447,28.06406212,28.63539124,19.67800713,19.60191345,18.9926796,17.50728798,14.75417614,13.61510277,13.03395176,13.26314259,14.14009953,16.10344124,17.84089851,19.26614761,19.47800827,19.2227459,18.86577034,17.80728912,15.39809895,13.64426994,13.09002781,12.9631424,13.94009972,16.70951653,17.74089813,19.86614799,20.03408432,20.02500343,19.66576958,17.90728951,13.99809933,12.51510334,12.29002762,13.06314278,14.04009914,16.40951729,15.99697304,19.46614838,20.1340847,19.60191345,19.26576996,17.70728874,15.39809895,14.01510334,13.19002819,13.26314259,14.44009972,16.60951614,17.42006302,18.95139122
169,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIARA,357.7203874,218.772817,335.8312158,55.08716759,37.87430277,62.85144775,106.251883,40.22422018,25.34013719,20.89172921,230.6582438,232.7687418,346.8259475,335.0700252,250.5580604,58.75865843,87.4517521,48.85067095,39.10557119,85.36048412,29.21982946,48.36600263,153.1365086,330.8904348,368.8919538,203.4200455,421.9857215,67.58956429,60.12666715,128.2097975,40.76497621,36.85731286,23.79593264,30.56532101,70.96108154,134.4423909,200.0852265,262.8649,399.4555534,148.0953718,37.09826081,68.57082104,147.2984255,143.2200117,89.81536306,48.60934662,245.6422168,400.088961,28.42859576,28.44951834,27.94874602,27.17727288,25.35252257,24.00618172,22.99513927,23.37370654,24.80248775,26.92860481,28.4788462,28.95221746,28.228595,28.08209742,27.80660258,27.47727397,26.00491964,24.03556441,23.04274399,23.07370622,24.60248777,27.53817062,28.37884582,29.55221598,28.77619791,28.86933522,28.60660074,27.57727436,24.6049189,22.90618134,22.24274289,23.17370661,24.70248815,27.2381706,26.62644945,29.15221744,28.87619829,28.44951834,28.2066022,27.37727359,26.00491964,24.40618134,23.14274251,23.37370654,25.10248777,27.43817024,28.04626633,28.62920339,19.51238642,19.37063981,18.75728103,17.23966898,14.46126481,13.3529741,12.70410501,12.97987995,13.92281626,15.87855418,17.66675881,19.04232133,19.31238752,19.00321781,18.6151376,17.53967012,15.11366078,13.38235679,12.75170843,12.67988017,13.72281591,16.48811774,17.56675843,19.64232171,19.85999121,19.79045561,19.41513684,17.63967045,13.71366116,12.25297428,11.95170863,12.77988014,13.82281627,16.1881185,15.81436205,19.24232209,19.95999159,19.37063981,19.01513722,17.43966974,15.11366078,13.75297372,12.85170881,12.97987995,14.22281591,16.38811921,17.23417893,18.71930731
170,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIVOASARY,358.5170765,221.3718278,333.6061215,56.13263548,38.11013256,63.90678341,104.6761695,40.85600611,25.7838306,21.67626587,226.2172631,233.0718202,347.727077,335.8191663,250.6220672,60.19152586,86.99282014,49.71548621,39.36211588,85.02392393,29.51383814,48.22559439,153.025698,330.2293466,369.7231324,206.6967466,418.7718813,68.72924919,59.7420027,129.2673047,40.9052042,37.31305195,24.2431823,31.24391489,72.33305359,137.0096698,203.2678246,266.564625,396.0799529,147.6752575,37.1154445,69.3154646,144.9874204,142.1422477,89.98365968,48.47864919,240.8834661,398.875376,28.32939492,28.37175187,27.88511214,27.08030912,25.27161293,23.92246151,22.92517461,23.28190755,24.72122393,26.83998294,28.39863699,28.85612959,28.12939416,28.00679085,27.7376688,27.38030882,25.92970054,23.95791566,22.96708642,22.98190726,24.52122354,27.45238778,28.29863661,29.4561295,28.67130597,28.79480118,28.53766795,27.4803092,24.52970036,22.82246112,22.16708575,23.08190765,24.62122392,27.1523872,26.54054775,29.05612997,28.77130635,28.37175187,28.13766842,27.28030844,25.92970054,24.32246112,23.06708537,23.28190755,25.02122354,27.3523874,27.96359706,28.53349546,19.44750104,19.28069164,18.69617392,17.20884978,14.39327801,13.27629722,12.63866854,12.91103322,13.87014934,15.82180641,17.62423057,18.98633666,19.24750075,18.91573053,18.54873058,17.50885093,15.05136577,13.31175137,12.68058016,12.61103394,13.67014901,16.43421011,17.52423019,19.58633704,19.78941294,19.70374086,19.34872982,17.60885083,13.65136615,12.17629712,11.88058016,12.71103341,13.77014915,16.13421087,15.76614133,19.18633742,19.88941332,19.28069164,18.9487302,17.40885054,15.05136577,13.67629684,12.78058054,12.91103322,14.17014901,16.3342102,17.18919064,18.663703
171,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBATOFANOKONANA,360.3874353,225.1487961,339.6965085,59.32365257,41.03593222,67.53420431,109.2179774,43.29976862,26.81379146,22.24339819,226.3981515,233.8168133,349.7367438,340.1434417,255.9433331,63.4356962,92.70186096,52.85183476,41.50041681,89.38506324,30.63364028,49.07888665,153.0981213,329.3208793,371.3835777,209.9728451,425.2096936,72.50385295,64.07515955,135.8476925,43.13514713,39.60459624,25.19590921,31.80820683,73.24915098,138.0406053,205.5456435,269.7543776,403.2283712,153.9396532,40.06415531,73.3270026,150.8857337,149.0271212,92.09525518,49.33056582,240.7692707,396.6982768,28.27846341,28.32438205,27.83714702,27.01095056,25.22967885,23.88224536,22.86924002,23.2175572,24.62945885,26.74410013,28.3238321,28.78127186,28.07846264,27.95339508,27.69725474,27.31094979,25.88531172,23.91974574,22.91360641,22.9175578,24.42945809,27.35497956,28.22383172,29.38127225,28.62283037,28.751003,28.49725397,27.41095018,24.48531056,22.78224497,22.11360681,23.01755797,24.52945847,27.05498015,26.4681985,28.98127263,28.72283075,28.32438205,28.09725436,27.21094962,25.88531172,24.28224497,23.01360642,23.2175572,24.92945809,27.25497918,27.89481945,28.46313882,19.49220385,19.34390107,18.75307346,17.2938768,14.48067776,13.3577624,12.74299929,12.9857438,13.92099607,15.85350811,17.68405455,19.04484588,19.29220309,18.9729141,18.61318138,17.59387794,15.13630974,13.39526278,12.78736625,12.68574446,13.72099618,16.46438745,17.58405437,19.64484626,19.83657082,19.77052202,19.41318062,17.69387679,13.73631012,12.25776279,11.98736616,12.78574399,13.82099569,16.16438801,15.82842096,19.24484664,19.9365712,19.34390107,19.013181,17.49387756,15.13630974,13.75776202,12.88736663,12.9857438,14.22099618,16.36438707,17.25504191,18.72671437
172,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIRAFIA,368.5738581,230.4756985,352.4035415,61.06726999,44.2490901,70.66603294,117.6961132,46.18303462,28.0530568,22.23746287,231.5785588,236.5241247,357.8331639,348.8583051,265.1206532,64.82074191,99.4940055,55.68470906,44.60587533,95.71209288,32.14354763,49.99617081,154.3351565,331.4888298,379.4683519,213.960866,439.8817024,74.57541248,69.39370754,142.0165146,46.47758334,42.42180279,26.31521098,31.82539707,73.86889562,138.5676436,209.6677226,273.9551964,418.7866957,158.2093999,43.51812439,77.15465057,162.1708165,159.4519244,95.51864137,50.23723321,245.9170216,398.2586056,28.50232778,28.50784487,28.00903496,27.21291016,25.42063352,24.09467089,23.05431493,23.39504618,24.78572113,26.85193545,28.47898911,28.96591295,28.30232702,28.12749352,27.88245198,27.51291024,26.06882074,24.13014319,23.10612936,23.0950461,24.58572075,27.45886922,28.37898873,29.56591292,28.85414056,28.93638341,28.68245118,27.61291062,24.66882101,22.99467051,22.30612872,23.1950455,24.68572113,27.15886998,26.63080171,29.16591329,28.95414095,28.50784487,28.2824516,27.41291084,26.06882074,24.49467051,23.20612834,23.39504618,25.08572075,27.35886884,28.05933943,28.65319867,19.78554687,19.67669313,19.07829667,17.61908852,14.87087979,13.73269452,13.16069656,13.39470014,14.24848801,16.18215321,17.93931771,19.33261235,19.58554657,19.29634093,18.95171467,17.91908966,15.51906576,13.76816682,13.21250965,13.09469998,14.04848819,16.78908695,17.83931831,19.93261273,20.13735968,20.1052312,19.7517139,18.01908997,14.11906614,12.63269441,12.41250995,13.19470033,14.14848782,16.48908673,16.09113031,19.53261311,20.23736006,19.67669313,19.35171428,17.81908928,15.51906576,14.13269435,13.31250984,13.39470014,14.54848819,16.6890866,17.51966803,19.01989814
173,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT ANTANJONA,375.6116818,242.8895114,362.1390165,67.62644046,47.80625534,76.38506796,125.3083013,50.51194673,30.26920292,23.63752582,227.4941637,236.052887,365.094401,361.4145837,275.8165828,71.98894471,104.5480025,60.73848171,49.44163954,101.143454,34.30238858,50.15666842,155.1027123,326.9440367,386.3672426,226.3237819,449.7493017,82.16866632,73.43604279,150.8044039,51.33033513,46.31917527,28.42461175,32.92664158,77.20794154,142.1093846,218.9405272,287.6130132,429.1556953,167.6993055,46.84091695,82.94181001,171.8984683,167.0757766,99.0484676,50.40320677,241.1420237,390.8900595,28.68823223,28.64249286,28.14635153,27.34318786,25.53794352,24.22717274,23.23454244,23.54805307,24.91325659,26.93071537,28.52589536,29.08433376,28.48823147,28.25630117,28.02621486,27.6431887,26.19125486,24.27300603,23.28123025,23.24805383,24.71325583,27.53704441,28.42589498,29.68433253,29.03491929,29.0819974,28.8262141,27.74318908,24.79125524,23.12717236,22.48123072,23.34805421,24.81325621,27.23704327,26.67258326,29.28433291,29.13491967,28.64249286,28.42621448,27.54318832,26.19125486,24.62717236,23.38123034,23.54805307,25.21325583,27.43704403,28.11208781,28.77685524,20.03121226,19.92939482,19.35560825,17.89259836,15.1943367,14.06293676,13.5157976,13.72970108,14.56439349,16.42742232,18.24479683,19.58464817,19.8312115,19.54320152,19.23547288,18.1925992,15.84764789,14.10877035,13.56248446,13.42970184,14.36439368,17.03374945,18.14479805,20.18464855,20.37789932,20.36889936,20.03547212,18.29259958,14.44764827,12.96293638,12.76248427,13.52970127,14.46439311,16.73375021,16.39148473,19.78464893,20.4778997,19.92939482,19.6354725,18.09259912,15.84764789,14.46293638,13.66248484,13.72970108,14.86439368,16.93375098,17.83098928,19.27716996
174,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT FALIARIVO,373.9377623,239.3635029,360.2448248,65.76529118,47.31458448,74.85865665,124.0373882,49.57460236,29.79353753,23.13270371,229.1987354,236.8743047,363.3699686,358.0191153,273.3429811,69.8729324,104.2193167,59.43738192,48.3630434,100.3070874,33.88380677,50.04520672,154.8663828,328.9415274,384.6863881,222.6404052,447.8469797,80.00990349,73.16287346,148.514094,50.28118813,45.51140366,27.96158689,32.47122103,76.24106152,141.3137647,216.362734,283.3834491,427.337726,165.0427618,46.46179157,81.48118816,170.2976612,166.0823978,98.46256905,50.28739164,243.0191129,393.6638878,28.62704674,28.59791986,28.09849712,27.29629336,25.48894751,24.17835565,23.16451926,23.48291456,24.8577,26.88117866,28.49935831,29.03406472,28.42704597,28.21192084,27.97854845,27.59629416,26.13949942,24.22085575,23.21396793,23.18291471,24.65769985,27.48712679,28.39935793,29.63406354,28.97649388,29.03447204,28.77854769,27.69629455,24.7394998,23.07835526,22.41396773,23.28291494,24.75770023,27.18712641,26.64880578,29.23406454,29.07649426,28.59791986,28.37854807,27.49629393,26.13949942,24.57835526,23.31396735,23.48291456,25.15769985,27.38712641,28.08535733,28.72601312,19.97728628,19.87321992,19.29701788,17.83757247,15.13556852,14.00025506,13.4505397,13.66387542,14.49407992,16.38619944,18.16135862,19.52206522,19.77728552,19.48721933,19.17707009,18.13757341,15.78611988,14.04275537,13.49998704,13.3638758,14.29408011,16.99214643,18.06135933,20.1220656,20.32673343,20.30977209,19.97706933,18.2375738,14.38612026,12.90025468,12.69998692,13.46387561,14.39407985,16.69214705,16.31080609,19.72206598,20.42673381,19.87321992,19.57706971,18.03757323,15.78611988,14.40025468,13.59998711,13.66387542,14.79408011,16.89214719,17.74735765,19.21401381
